dataset,seed,instance_id,tw_proxy,chosen_backend,regret_s,bound_violation,semantic_pass
mnist_sum_k_v1,3,mnist_sum_k_v1_3_000,45,enum_frumpy,0.006401417078450322,0,1
mnist_sum_k_v1,3,mnist_sum_k_v1_3_001,32,enum_frumpy,0.0,0,1
mnist_sum_k_v1,3,mnist_sum_k_v1_3_002,49,enum_frumpy,0.0036700409837067127,0,1
mnist_sum_k_v1,5,mnist_sum_k_v1_5_000,23,comp_trendy_proxy,0.0,0,1
mnist_sum_k_v1,5,mnist_sum_k_v1_5_001,42,enum_frumpy,0.037926250020973384,1,1
mnist_sum_k_v1,5,mnist_sum_k_v1_5_002,11,comp_trendy_proxy,0.006390874972566962,0,1
mnist_sum_k_v1,7,mnist_sum_k_v1_7_000,18,comp_trendy_proxy,0.011607375112362206,0,1
mnist_sum_k_v1,7,mnist_sum_k_v1_7_001,47,enum_frumpy,0.0,0,1
mnist_sum_k_v1,7,mnist_sum_k_v1_7_002,21,comp_trendy_proxy,0.007807541056536138,0,1
mnist_sum_k_v1,9,mnist_sum_k_v1_9_000,31,enum_frumpy,0.0,0,1
mnist_sum_k_v1,9,mnist_sum_k_v1_9_001,13,comp_trendy_proxy,0.0,0,1
mnist_sum_k_v1,9,mnist_sum_k_v1_9_002,33,enum_frumpy,0.0,0,1
mnist_sum_k_v1,11,mnist_sum_k_v1_11_000,28,enum_frumpy,0.021227790974080563,0,1
mnist_sum_k_v1,11,mnist_sum_k_v1_11_001,50,enum_frumpy,0.002548290998674929,0,1
mnist_sum_k_v1,11,mnist_sum_k_v1_11_002,34,enum_frumpy,0.0,0,1
sudoku_4x4_v1,3,sudoku_4x4_v1_3_000,5,comp_trendy_proxy,0.05726324999704957,1,1
sudoku_4x4_v1,3,sudoku_4x4_v1_3_001,20,comp_trendy_proxy,0.0008233749540522695,0,1
sudoku_4x4_v1,3,sudoku_4x4_v1_3_002,26,enum_frumpy,0.001433041994459927,0,1
sudoku_4x4_v1,5,sudoku_4x4_v1_5_000,48,enum_frumpy,0.0,0,1
sudoku_4x4_v1,5,sudoku_4x4_v1_5_001,15,comp_trendy_proxy,0.0006554588908329606,0,1
sudoku_4x4_v1,5,sudoku_4x4_v1_5_002,27,enum_frumpy,0.0,0,1
sudoku_4x4_v1,7,sudoku_4x4_v1_7_000,13,comp_trendy_proxy,0.0,0,1
sudoku_4x4_v1,7,sudoku_4x4_v1_7_001,54,comp_trendy_proxy,0.0,0,1
sudoku_4x4_v1,7,sudoku_4x4_v1_7_002,13,comp_trendy_proxy,0.02715104108210653,0,1
sudoku_4x4_v1,9,sudoku_4x4_v1_9_000,17,comp_trendy_proxy,0.021275624982081354,0,1
sudoku_4x4_v1,9,sudoku_4x4_v1_9_001,35,enum_frumpy,0.0751296259695664,1,1
sudoku_4x4_v1,9,sudoku_4x4_v1_9_002,48,enum_frumpy,0.0,0,1
sudoku_4x4_v1,11,sudoku_4x4_v1_11_000,48,enum_frumpy,0.0,0,1
sudoku_4x4_v1,11,sudoku_4x4_v1_11_001,12,comp_trendy_proxy,0.0,0,1
sudoku_4x4_v1,11,sudoku_4x4_v1_11_002,18,comp_trendy_proxy,0.0,0,1
formula_eval_v1,3,formula_eval_v1_3_000,47,enum_frumpy,0.019485750002786517,0,1
formula_eval_v1,3,formula_eval_v1_3_001,55,enum_frumpy,0.0,0,1
formula_eval_v1,3,formula_eval_v1_3_002,35,enum_frumpy,0.0,0,1
formula_eval_v1,5,formula_eval_v1_5_000,15,comp_trendy_proxy,0.0,0,1
formula_eval_v1,5,formula_eval_v1_5_001,34,enum_frumpy,0.001517249969765544,0,1
formula_eval_v1,5,formula_eval_v1_5_002,39,enum_frumpy,0.0,0,1
formula_eval_v1,7,formula_eval_v1_7_000,28,enum_frumpy,0.0,0,1
formula_eval_v1,7,formula_eval_v1_7_001,51,enum_frumpy,0.000343583058565855,0,1
formula_eval_v1,7,formula_eval_v1_7_002,19,comp_trendy_proxy,0.0008314999286085367,0,1
formula_eval_v1,9,formula_eval_v1_9_000,15,comp_trendy_proxy,0.009062708006240427,0,1
formula_eval_v1,9,formula_eval_v1_9_001,40,enum_frumpy,0.0517598339356482,1,1
formula_eval_v1,9,formula_eval_v1_9_002,18,comp_trendy_proxy,0.02366858394816518,0,1
formula_eval_v1,11,formula_eval_v1_11_000,45,enum_frumpy,0.0,0,1
formula_eval_v1,11,formula_eval_v1_11_001,23,comp_trendy_proxy,0.0,0,1
formula_eval_v1,11,formula_eval_v1_11_002,18,comp_trendy_proxy,0.0,0,1
ordering_v1,3,ordering_v1_3_000,40,enum_frumpy,0.022423583897762,0,1
ordering_v1,3,ordering_v1_3_001,54,comp_trendy_proxy,0.03377220907714218,1,1
ordering_v1,3,ordering_v1_3_002,34,enum_frumpy,0.0,0,1
ordering_v1,5,ordering_v1_5_000,35,enum_frumpy,0.0017573338700458407,0,1
ordering_v1,5,ordering_v1_5_001,47,enum_frumpy,0.00573475006967783,0,1
ordering_v1,5,ordering_v1_5_002,44,comp_trendy_proxy,0.0,0,1
ordering_v1,7,ordering_v1_7_000,21,comp_trendy_proxy,0.0038597501115873456,0,1
ordering_v1,7,ordering_v1_7_001,30,enum_frumpy,0.006215000059455633,0,1
ordering_v1,7,ordering_v1_7_002,40,comp_trendy_proxy,0.0,0,1
ordering_v1,9,ordering_v1_9_000,24,comp_trendy_proxy,0.0,0,1
ordering_v1,9,ordering_v1_9_001,50,enum_frumpy,0.004947541048750281,0,1
ordering_v1,9,ordering_v1_9_002,25,comp_trendy_proxy,0.01601437502540648,0,1
ordering_v1,11,ordering_v1_11_000,7,comp_trendy_proxy,0.0,0,1
ordering_v1,11,ordering_v1_11_001,29,enum_frumpy,0.022942124982364476,0,1
ordering_v1,11,ordering_v1_11_002,5,comp_trendy_proxy,0.0027485410682857037,0,1
counting_v1,3,counting_v1_3_000,23,comp_trendy_proxy,0.0012033749371767044,0,1
counting_v1,3,counting_v1_3_001,25,comp_trendy_proxy,0.0,0,1
counting_v1,3,counting_v1_3_002,40,enum_frumpy,0.0,0,1
counting_v1,5,counting_v1_5_000,40,enum_frumpy,0.03181241708807647,1,1
counting_v1,5,counting_v1_5_001,13,comp_trendy_proxy,0.0,0,1
counting_v1,5,counting_v1_5_002,33,enum_frumpy,0.0062037501484155655,0,1
counting_v1,7,counting_v1_7_000,38,enum_frumpy,0.0,0,1
counting_v1,7,counting_v1_7_001,24,comp_trendy_proxy,0.0,0,1
counting_v1,7,counting_v1_7_002,12,comp_trendy_proxy,0.0,0,1
counting_v1,9,counting_v1_9_000,24,comp_trendy_proxy,0.0,0,1
counting_v1,9,counting_v1_9_001,18,comp_trendy_proxy,0.0016217079246416688,0,1
counting_v1,9,counting_v1_9_002,47,enum_frumpy,0.0,0,1
counting_v1,11,counting_v1_11_000,36,enum_frumpy,0.0,0,1
counting_v1,11,counting_v1_11_001,40,enum_frumpy,0.0002569160424172878,0,1
counting_v1,11,counting_v1_11_002,7,comp_trendy_proxy,0.00013862503692507744,0,1
shortest_path_v1,3,shortest_path_v1_3_000,8,comp_trendy_proxy,0.0,0,1
shortest_path_v1,3,shortest_path_v1_3_001,52,enum_frumpy,0.008417416014708579,0,1
shortest_path_v1,3,shortest_path_v1_3_002,21,comp_trendy_proxy,0.0,0,1
shortest_path_v1,5,shortest_path_v1_5_000,15,comp_trendy_proxy,0.005666667013429105,0,1
shortest_path_v1,5,shortest_path_v1_5_001,51,enum_frumpy,0.0,0,1
shortest_path_v1,5,shortest_path_v1_5_002,45,comp_trendy_proxy,0.001419333042576909,0,1
shortest_path_v1,7,shortest_path_v1_7_000,53,enum_frumpy,0.0,0,1
shortest_path_v1,7,shortest_path_v1_7_001,51,enum_frumpy,0.00941075012087822,0,1
shortest_path_v1,7,shortest_path_v1_7_002,29,enum_frumpy,0.0,0,1
shortest_path_v1,9,shortest_path_v1_9_000,9,comp_trendy_proxy,0.0012192920548841357,0,1
shortest_path_v1,9,shortest_path_v1_9_001,14,comp_trendy_proxy,0.0039452919736504555,0,1
shortest_path_v1,9,shortest_path_v1_9_002,17,comp_trendy_proxy,0.011794917052611709,0,1
shortest_path_v1,11,shortest_path_v1_11_000,39,comp_trendy_proxy,0.0,0,1
shortest_path_v1,11,shortest_path_v1_11_001,27,enum_frumpy,0.0,0,1
shortest_path_v1,11,shortest_path_v1_11_002,55,comp_trendy_proxy,0.0,0,1
