dataset,seed,policy,latency_ms,utility_gap,feasible,exact_fallback_rate,router_context
mnist_sum_k_v1,3,exact_first,970.7748675445723,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1301.6311212691771,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1613.1262672230025,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1189.3092806669906,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1331.0881904197513,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1877.5875183150397,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1103.0920207911556,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1105.4751177694243,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1120.451443505911,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1567.5322718391767,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1898.1161092624318,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,2015.7544464280204,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1260.5291309315992,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1363.914121580602,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1190.93330962541,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1112.4789425153772,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1456.0349675142686,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1610.9310688535165,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1583.0116048157254,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1532.4938581101278,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1070.1708103660449,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1808.0768987180152,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1423.6429005628363,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1191.5052194450564,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,3,exact_first,1452.7774409179244,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1471.3391037980873,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,741.0,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1428.656563948949,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1868.5860173761941,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1133.5827402993345,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1599.6019098819518,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,908.9192386949552,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1653.8923630704367,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1394.831298799962,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1867.3514601148556,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1231.384972285722,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,956.051871241509,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1374.1605354135916,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1449.5284186344074,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1479.3866610568487,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1849.81044046041,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1588.9491196631882,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,996.4781561561689,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1835.7848719813971,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1708.6122350341334,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1563.0836543337998,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1903.0305903302933,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1452.9807357361144,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1133.7603363754417,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1496.751905350049,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1476.718974127502,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1834.0371114847267,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1249.9300039316133,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,905.2673461588688,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1658.6806861809487,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1077.23143227689,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1527.4856154727984,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,947.0595528591215,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1425.9073041728548,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1876.2098557706047,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1375.952965581231,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1659.8339223139508,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1055.0340734012868,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1608.4035098425436,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1356.3467004464217,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1366.9684062694535,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1525.226778469742,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1688.98799496319,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1342.646838427203,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1639.99583484029,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1863.548855274959,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1692.6369611885564,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1404.4321684578636,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1185.0623169034725,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1730.1954539458325,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1480.236874835081,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1404.2515250342572,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1406.5684717461388,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1597.8241951619334,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1536.7632996463376,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1430.9314766908699,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1756.2045744775253,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1072.7835949300065,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1748.116723870995,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,857.0,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1577.9031395584107,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1863.2893004101015,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1104.5005810692278,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1836.6087261796936,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1681.0714939075128,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1478.9633750255346,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1802.2611219009177,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1903.0890497392909,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1035.2033013549458,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1359.781167268385,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1710.9409499961607,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1230.8944224834129,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1760.6951648389709,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1537.6533806921104,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1576.365515988947,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1267.5237951809474,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1042.9993780129253,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1289.6673009022725,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1454.8028162072314,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1154.2543643178265,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1435.522117195812,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1750.7457005765214,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1043.0781116544931,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1707.9422358864658,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1461.3720755200704,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1846.7856602341212,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,798.190570091907,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1597.1619767607929,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,906.307383291979,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1075.738129779405,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1463.1133625207642,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1725.6443051872482,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1556.5627899741273,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1692.1984536478333,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1308.052107682271,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1105.1321706976864,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1059.804922879801,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,683.5025433866535,0.0,1,0,tw_only|none|0.05
